title,listPrice,onlinePrice,category,rating,reviews,stock,monthly_sales
文化苦旅（余秋雨亲定版本，了解中国文化脉络的经典著作，三代人,52.0,31.2,其他,3.9,217,91,64.0
曾国藩传（张宏杰新作）,68.0,40.8,其他,3.9,213,109,51.0
罪与罚（刑法学罗翔老师推荐版本，用爱和生活去对抗痛苦！）【果,68.0,40.8,生活,4.3,237,106,47.0
盛和塾指定学习教材 干法 最新平装本,49.0,29.4,教育,4.5,248,139,57.0
妈妈买绿豆（3-8岁） 信谊幼儿文学奖,35.8,21.48,文学,4.4,243,113,58.0
傅雷家书,39.8,23.88,其他,4.4,236,124,59.0
没头脑和不高兴（注音版）,25.0,15.0,其他,4.5,244,139,64.0
恶意（东野圭吾四大杰作之一。最大的恶意不是杀了你，而是毁了你,59.0,35.4,其他,4.5,242,102,60.0
心流：最优体验心理学,49.0,29.4,社科,3.9,215,105,59.0
职场晋升101（学会本书一小半，骑着火箭往上蹿！30万人验证过的职,49.0,29.4,其他,4.3,227,117,54.0
小王子,26.0,15.6,其他,4.8,261,122,62.0
小学生思维方式漫画（用前人的经验优化自己的思维模式，让学习和,100.0,60.0,教育,3.9,217,93,46.0
城南旧事（《语文》阅读丛书）人民文学出版社,26.0,15.6,文学,4.5,245,138,71.0
童年 快乐读书吧六年级上指定阅读 《语文》阅读丛书 人民文学出版,30.0,18.0,文学,4.2,229,111,59.0
崔玉涛育儿百科【包邮】,178.0,106.8,其他,3.7,205,120,29.0
纳瓦尔宝典：从白手起家到财务自由，硅谷知名天使投资人纳瓦尔智,68.0,40.8,其他,4.4,239,121,47.0
面纱（毛姆作品）,39.8,23.88,其他,4.6,244,111,64.0
如果历史是一群喵1-10全集（共10册）,577.6,346.56,社科,4.1,222,113,16.0
父母的语言：3000万词汇塑造更强大的学习型大脑,59.0,35.4,教育,3.9,217,119,52.0
绝叫（罗翔推荐，某瓣8.9分年度推理top①社会派现象级神作，长达,58.0,34.8,社科,4.4,239,101,51.0
"度阴山讲了凡四训（真想改变命运,就读《了凡四训》！《知行合一王",39.9,23.94,其他,4.7,260,110,62.0
不可思议的文明奇迹 涵盖历史地理多学科领域 精装版,50.0,30.0,社科,4.0,218,122,46.0
一千零一夜 快乐读书吧五年级上册推荐阅读(中小学生课外阅读指导,22.8,13.68,其他,4.6,242,135,72.0
【当当专享金属贴纸+书单】梁永安：阅读、游历和爱情（宝藏教授B,59.0,35.4,其他,4.4,236,132,52.0
昆虫记（《语文》推荐阅读丛书）八年级上册推荐阅读 人民文学出版,26.0,15.6,文学,5.0,259,110,73.0
青：陪安东尼度过漫长岁月5,48.0,28.8,其他,4.3,243,128,51.0
白鹿原（全书含陈忠实代表作白鹿原+信任+蚕儿+霞光灿烂的早晨，央,39.8,23.88,其他,4.2,230,113,45.0
小兔子学花钱系列（完整版・全4册）：3~7岁财商启蒙，学花钱、学,171.2,102.71999999999998,其他,3.8,204,92,24.0
亲密关系（第6版）（百科全书式的两性心理专著，社会心理学精品译,138.0,82.8,社科,3.7,198,94,28.0
小狗钱钱（套装2册）（附赠免费亲子财商课+理财秘籍思维导图）,79.6,47.76,其他,4.1,218,96,47.0
就喜欢你看不惯我又干不掉我的样子6,66.0,39.6,其他,4.3,231,130,55.0
秋园（女性版《活着》，80岁素人作家不朽名篇，横扫国内十二项文,38.0,22.8,其他,4.5,240,130,58.0
傅雷家书:学生读本（八年级下！傅雷家人授权！非公版收录！附赠6,29.8,17.88,其他,4.9,270,121,69.0
道德经（中华经典名著全本全注全译-三全本）,30.0,18.0,文学,4.6,247,111,67.0
"从零开始的女性主义（豆瓣2021年度最受关注图书,上野千鹤子给所有",52.0,31.2,其他,4.0,221,104,46.0
孤独的小螃蟹 二年级上册 小学生二年级快乐读书吧推荐阅读 全彩注,21.8,13.08,其他,4.4,239,106,48.0
一日三秋（刘震云睽违四年新作，用幽默化解成年人的崩溃瞬间，人,58.0,34.8,其他,4.0,223,124,51.0
阅读是一座随身携带的避难所（罗翔推荐版本。“阅读应该是愉悦的,42.0,25.2,其他,4.0,226,118,55.0
半小时漫画宇宙大爆炸（半小时读完138亿年宇宙史，一口气搞懂大爆,49.0,29.4,其他,4.1,231,99,68.0
快乐读书吧六年级下册 鲁滨逊漂流记 汤姆索亚历险记 尼尔斯骑鹅旅,62.2,37.32,其他,4.2,222,131,48.0
习近平谈治国理政（第四卷）（中文平装）,80.0,48.0,其他,4.2,228,115,57.0
八次危机：中国的真实经验1949-2009,55.0,33.0,其他,3.8,214,98,39.0
你也走了很远的路吧（新增2万余字，4篇文章，关于特殊时期成长的,49.8,29.879999999999995,其他,3.9,212,118,37.0
小妇人（写给所有女孩，全新精装典藏版，翻译家贾辉丰倾情译作。,45.0,27.0,其他,4.1,232,124,51.0
始于极限：女性主义往复书简（上野千鹤子蕞新代表作，万千读者共,59.0,35.4,其他,4.4,235,117,59.0
苍兰诀 （当当专享人气画手眠狼绘制印刷海报）九鹭非香,39.8,23.88,其他,4.7,264,125,63.0
厌女：日本的女性嫌恶,38.0,22.8,其他,4.2,221,95,45.0
他在云之南（人气作家景行燃情悬爱力作！随书附赠“追光”书签。,39.8,23.88,其他,4.3,232,110,50.0
画给孩子的中国神话 : 精装彩绘本,55.0,33.0,少儿,4.0,220,129,57.0
不能不懂的编程 我是学霸 给孩子的创新编程启蒙绘本,52.0,31.2,科技,3.8,204,111,45.0
兄弟（余华巅峰之作！有的人活着，生死疲劳；有的人活着，任性逍,79.0,47.4,其他,3.4,195,99,41.0
遥远的救世主+天幕红尘+天局（王志文主演电视剧《天道》原著小说,134.0,80.39999999999999,文学,3.9,211,126,38.0
被欺负了，可以打回去吗（解决父母的世纪难题，告诉孩子被欺负了,38.0,22.8,其他,4.2,234,105,45.0
大哥（套装共2册）,64.0,38.4,其他,4.4,249,104,34.0
平安小猪（J.K.罗琳新书王者归来，哈利波特后，全新长篇力作，带,68.0,40.8,其他,4.0,225,92,53.0
自我的诞生（知名心理咨询师武志红转向“自我”研究的里程碑式作,69.0,41.4,社科,4.4,239,124,61.0
博物馆寻宝记 藏在国宝中的文物简史 精装版,50.0,30.0,其他,3.9,225,101,57.0
秘密（经典身心灵励志读物，为人生带来喜悦转变的能量之书，“吸,56.0,33.6,其他,4.1,218,106,48.0
透过地理看历史,48.0,28.8,社科,4.0,218,115,58.0
文化苦旅（文化导师余秋雨开山之作，逐字修订！）,49.8,29.879999999999995,其他,4.2,225,127,57.0
在细雨中呼喊（余华活着许三观卖血记兄弟文城长篇代表作之一作家,33.0,19.8,其他,4.7,257,139,79.0
一间只属于自己的房间（李银河、杨澜推荐；热播剧《我的阿勒泰》,45.0,27.0,其他,4.4,241,129,54.0
伊索寓言 快乐读书吧 三年级下册推荐阅读(中小学生课外阅读指导丛,14.8,8.88,其他,4.5,246,126,69.0
海底两万里(《语文》阅读丛书)七年级下册阅读人民文学出版社,35.0,21.0,文学,4.9,261,142,60.0
银河帝国：基地（人类历史上不容错过的系列小说。被马斯克用火箭,45.0,27.0,文学,3.9,208,113,46.0
亮丽精美触摸书：小兔比利,68.8,41.28,其他,4.1,232,113,56.0
鱼没有脚（布克国际文学奖提名作品）,49.8,29.879999999999995,文学,4.0,221,107,46.0
小兵张嘎 百年百部经典书系 5-6年级阅读拓展书目，红色经典抗战题,20.0,12.0,其他,5.0,269,125,71.0
我决定给自己一点时间（亚洲高人气作家“鸭子小姐”引进治愈作品,49.0,29.4,其他,4.1,221,109,68.0
海奥华预言中文版（米歇戴斯玛克特讲述地球人外星游记外观地球内,39.0,23.4,其他,4.6,253,119,58.0
小英雄雨来 童年 爱的教育 六年级上册快乐读书吧推荐阅读（中小学,49.4,29.64,教育,4.1,224,102,53.0
没头脑和不高兴（注音版）（简单的故事，不简单的道理）,20.0,12.0,其他,4.7,255,118,70.0
俗世奇人（全三册）冯骥才“俗世奇人系列”全部作品54篇入选中小,62.0,37.2,其他,3.9,214,90,45.0
小羊上山儿童汉语分级读物第2级 幼小衔接学会自主识字阅读 幼儿启,138.0,82.8,少儿,3.8,207,111,29.0
下雨的书店（全4册）,133.0,79.8,其他,3.9,220,90,32.0
稻草人 格林童话 安徒生童话 小学生三年级上册快乐读书吧推荐阅读,71.4,42.84,其他,3.5,194,98,39.0
人生（茅盾文学奖得主路遥作品，电视剧《人生之路》原著，陈晓、,39.5,23.7,文学,4.8,266,127,61.0
熊津数学图画书（全50册，含29册精装绘本及21册游戏书，将数学和,698.0,418.8,少儿,3.4,186,103,22.0
人类群星闪耀时（姜乙译本，东方甄选、雷军、易中天诚意推荐）,49.0,29.4,其他,4.2,233,116,46.0
成年人的世界没有容易二字（专治“怕、不甘心、难”，助你早日丧,45.0,27.0,其他,4.6,246,115,65.0
非洲民间故事老人的智慧 快乐读书吧五年级上册课外阅读(中小学生,21.8,13.08,其他,4.6,255,136,59.0
“歪脑袋”木头桩 二年级上册 小学生二年级快乐读书吧推荐阅读 全,21.8,13.08,其他,4.6,259,116,73.0
带壳的牡蛎是大人的心脏（当当专享签章版+作者亲绘贴纸。火爆全网,68.0,40.8,其他,4.5,244,116,47.0
戴建业・漫画世说新语（听戴老师讲《世说新语》，看爆笑漫画，大,49.8,29.879999999999995,其他,4.1,228,115,55.0
好好说话：非暴力沟通幼儿版 [3-6岁],48.0,28.8,其他,4.5,240,116,56.0
点点点（小黄和小蓝升级版）宝宝视觉锻炼 杜莱大师作品 0-2 3-6岁,49.8,29.879999999999995,其他,3.8,208,113,60.0
蛙（茅盾文学奖获奖作品，诺奖得主莫言畅销不衰的代表作；书写计,49.0,29.4,文学,4.3,243,100,52.0
许渊冲：美得窒息的唐诗宋词诗经3册套装（中英双语诗画集）,149.4,89.64,其他,3.9,213,116,35.0
显微镜下的大明（张若昀、王阳、戚薇、吴刚主演同名影视剧原著，,52.0,31.2,其他,4.3,232,104,61.0
人生只有一件事:教你如何活得更好,59.0,35.4,其他,4.2,234,130,61.0
极简学习法（考试高分的秘密，上百位清北学霸学习方法大公开）,45.0,27.0,教育,4.5,249,109,60.0
七色花 全彩注音 小学二年级下册 快乐读书吧 推荐阅读（有声朗读,21.8,13.08,其他,4.9,260,116,76.0
海蒂（又译《小海蒂》，瑞士经典童话，汲取人性光辉，给孩子温馨,24.8,14.88,其他,4.2,235,127,40.0
"西西弗神话（诺贝尔文学奖得主,加缪的荒诞哲学代表作)",49.8,29.879999999999995,文学,4.2,226,129,58.0
怪诞行为学：可预测的非理性,48.0,28.8,其他,4.6,246,105,49.0
皮特猫・3~6岁好性格养成书：第二辑（共6册）（自信、豁达、友善,139.9,83.94,其他,3.8,210,103,42.0
梁实秋：为这人间操碎了心（一本解闷宝书，文学泰斗梁实秋趣味散,42.0,25.2,文学,4.1,224,92,45.0
抱抱（0-3岁） 信谊世界精选图画书,45.8,27.48,其他,3.9,216,102,46.0
郑渊洁四大名传（全4册，含《罐头小人》电影情节）,116.0,69.6,其他,4.0,221,106,51.0
365夜睡前故事（全4册） 宝宝睡前故事书0-3-6岁幼儿故事书早教配,67.2,40.32,其他,4.5,242,122,48.0
大头儿子和小头爸爸 二年级下册 语文教科书配套书目 人教版快乐读,16.0,9.6,其他,4.7,254,105,81.0
他和她的猫（“唧唧的猫”甜蜜电竞题材作品）,35.0,21.0,其他,4.4,244,110,49.0
外婆出租中,42.0,25.2,其他,3.9,216,111,61.0
半小时漫画三国演义（三更半夜笑出鹅叫，三国典故打死忘不掉！桃,54.9,32.94,其他,3.9,215,100,43.0
儒林外史 九年级下册推荐阅读 (《语文》推荐阅读丛书 人民文学出,45.0,27.0,文学,4.2,233,110,51.0
中国国家地理精华 图说天下 国家地理,19.9,11.94,其他,4.6,249,108,58.0
局外人（加缪作品）,22.0,13.2,其他,4.5,239,120,68.0
一句顶一万句（一本让“中国脱口秀扛把子”李诞连声叫绝的茅奖好,68.0,40.8,其他,4.0,219,102,54.0
焦虑的人（九个焦虑的人，一场人质劫持，能解救他们的不是警察，,49.8,29.879999999999995,其他,4.1,228,121,47.0
人间词话（小嘉抖音推荐，叶嘉莹讲评本，诗词大家叶嘉莹逐条讲透,68.0,40.8,其他,4.0,211,124,45.0
大中华寻宝系列28 黑龙江寻宝记,35.0,21.0,其他,4.7,251,125,68.0
我的情绪小怪兽,138.0,82.8,其他,3.7,203,86,42.0
杨绛传：简朴的生活，高贵的灵魂（杨绛先生诞辰110周年纪念版）,49.8,29.879999999999995,生活,4.2,233,108,52.0
我爱天下一切狗 季羡林散文集（爱尽万物，自在不言。）,49.0,29.4,文学,4.4,237,127,50.0
和大人一起读（全4册）小学生一年级上册快乐读书吧推荐阅读书目 ,42.8,25.68,其他,4.1,221,124,46.0
大话西方艺术史（句句有梗的极简艺术史！艺术自媒体意外艺术，八,78.0,46.8,艺术,4.1,225,128,55.0
四大名著 生僻字注音+注释+注解 插图青少版 9-15岁孩子更易读懂 ,119.2,71.52,文学,3.6,197,85,39.0
小鲤鱼跳龙门 二年级上册 小学生二年级快乐读书吧推荐阅读 全彩注,21.8,13.08,其他,4.9,264,111,61.0
如果历史是一群喵1-9全集（套装共9册）,517.8,310.67999999999995,社科,3.6,193,99,35.0
真希望你也喜欢自己（房琪shou部作品重磅上市！写给所有年轻人的,49.8,29.879999999999995,其他,4.1,221,94,55.0
病隙碎笔（光影纪念版，书内彩插作者亲摄照片12幅）史铁生充满灵,48.0,28.8,其他,3.8,214,91,39.0
第七天（2024年百班千人寒假书单 九年级推荐阅读）（2022版，余华,49.0,29.4,其他,4.0,228,118,54.0
我从未如此眷恋人间：周深“终于开始学会眷恋这人间”史铁生、季,49.8,29.879999999999995,其他,4.2,242,126,52.0
杀死一只知更鸟（豆瓣9.3，关于勇气与正义的成长教科书，影响全球,58.0,34.8,其他,3.9,207,100,50.0
窄门（诺贝尔文学奖经典 读完《窄门》便读懂了纪德的一生 法文直,45.0,27.0,文学,4.5,244,107,68.0
经典常谈朱自清（八年级下《语文》推荐阅读丛书） 人民文学出版社,20.0,12.0,文学,4.4,238,118,56.0
通透（杨天真的人性解码词典）,62.0,37.2,其他,4.2,228,129,64.0
认知破局 怎样突破能力、视野和人脉 全民商业导师张琦给大家的人,69.8,41.88,经管,4.0,216,96,63.0
如果历史是一群喵12・元末明初篇,59.8,35.879999999999995,社科,4.1,217,97,51.0
神奇的答案之书（2024全新修订版，足足784页）畅销92个月的神奇之,35.0,21.0,其他,5.0,270,140,53.0
小学生漫画.小学生社交情商漫画（提升社交力，培养高情商，甄选真,100.0,60.0,其他,3.5,195,80,37.0
少年读 漫画鬼谷子儿童版（全6册） 在漫画中学国学经典 鬼谷子智,138.0,82.8,少儿,4.1,222,119,38.0
故宫博物院 孩子一定要去的博物馆 图说天下精装版,50.0,30.0,其他,4.6,251,107,51.0
一读就上瘾的中国史1+2(套装全2册),119.6,71.75999999999999,其他,3.6,201,98,33.0
狂飙（徐纪周导演，张译、张颂文、李一桐主演同名电视剧原著小说,68.0,40.8,文学,4.2,229,127,47.0
白鸟与蝙蝠（东野圭吾出道35周年，荣耀新高峰！）,69.0,41.4,其他,4.1,226,99,49.0
翦商：殷周之变与华夏新生（许宏作序；罗翔年度推荐；《南方周末,99.0,59.4,其他,3.8,206,118,39.0
"给青年的十二封信（八年级下册阅读推荐,首度收录朱光潜大事记。谈",39.9,23.94,其他,4.7,256,137,69.0
孙子兵法（中华经典名著全本全注全译丛书-三全本）,26.0,15.6,文学,4.8,259,112,65.0
我与地坛,32.0,19.2,其他,4.9,265,112,72.0
跟着课本去旅行 带着孩子游世界 图说天下中小学生语文知识拓展,40.0,24.0,其他,3.9,210,105,56.0
中国古代神话 山海经 希腊神话故事 世界经典神话与传说故事四年级,101.2,60.72,其他,3.9,207,95,35.0
地藏菩萨本愿经（简体、横排、注音、国学经典诵读本）,18.0,10.8,其他,4.7,257,107,74.0
星期六晚我们去散步吧（小红书博主、青年诗人隔花人 温暖治愈诗集,49.8,29.879999999999995,其他,4.1,225,93,52.0
漫长的旅途（当当尊享戳章寄语印签版，卢思浩继《你也走了很远的,49.8,29.879999999999995,其他,4.6,250,104,64.0
【2022年新版】中华人民共和国民法典注释本（第二版）（百姓实用,68.0,40.8,其他,4.6,255,134,61.0
太白金星有点烦（马伯庸历史短小说“见微”系列口碑新作）,45.0,27.0,文学,4.4,239,125,69.0
张皓宸新书：抬头看二十九次月亮（全彩手绘寄语印签本，写给每一,49.8,29.879999999999995,其他,3.9,219,108,43.0
华杉讲透孙子兵法（《狂飙》高启强的人生之书！这回终于读懂孙子,69.8,41.88,其他,4.0,219,120,52.0
爱的教育 快乐读书吧 六年级上册推荐阅读(中小学生课外阅读指导丛,14.8,8.88,教育,5.0,266,122,72.0
如果历史是一群喵13・大明皇朝篇,59.8,35.879999999999995,社科,4.5,252,136,52.0
允许一切发生：过不紧绷松弛的人生（莫言、演员吴越、海灵格倡导,52.8,31.68,其他,4.3,227,111,59.0
和古代学霸握个手,58.0,34.8,其他,3.9,215,127,45.0
大地球 给孩子的地球探险科普绘本 秒懂自然运转的奥秘 精装版,50.0,30.0,少儿,3.9,215,113,49.0
在细雨中呼喊（余华长篇！当我们凶狠地对待这个世界时，这个世界,59.0,35.4,其他,3.9,214,123,40.0
人生海海（麦家经典代表作，莫言、罗翔盛赞，入选《人民日报》书,69.0,41.4,其他,4.0,221,124,46.0
《鲜衣怒马少年时》（1+2）套装,98.0,58.8,其他,4.2,229,113,40.0
厌女（增订本）（上野千鹤子经典代表作！女性主义者就是意识到厌,66.0,39.6,其他,4.2,229,97,59.0
人间小满：央视网推荐作者，CCTV-10《读书》推荐图书，第九届当当,58.0,34.8,其他,3.9,222,97,46.0
河边的错误 (最新版)   余华先锋代表作  朱一龙主演戛纳入围电影,49.8,29.879999999999995,其他,4.1,220,130,50.0
我的阿勒泰（马伊�P、周依然、于适、蒋奇明主演的同名电视剧）新,45.0,27.0,其他,4.0,215,118,53.0
假如给我三天光明(中小学生课外阅读指导丛书)无障碍阅读 彩插励志,14.8,8.88,其他,4.4,243,114,69.0
木心全集・讲稿系列：文学回忆录(上下册)（2020版）,188.0,112.8,文学,3.8,208,100,31.0
经典常谈 朱自清著八年级下册语文教材名著导读推荐阅读书目 适合,26.8,16.08,文学,4.5,243,126,72.0
尼尔斯骑鹅旅行记历险记彩绘注音版 6-12岁小学生课外阅读书籍 一,19.8,11.88,其他,4.6,249,129,63.0
相信 蔡磊作品 用信念与坚持面对生活的每一个意外与绝望,59.0,35.4,生活,4.1,235,124,50.0
鲁滨逊漂流记 快乐读书吧 六年级下册配套阅读(中小学生课外阅读指,14.8,8.88,其他,4.3,229,133,62.0
妈妈的情绪影响孩子的一生,39.8,23.88,其他,4.9,259,140,68.0
汤姆索亚历险记 快乐读书吧 六年级下册推荐阅读(中小学生课外阅读,14.8,8.88,其他,4.7,254,124,76.0
生而为人（毕啸南短篇小说作品，底层小人物的命运书写！）,49.8,29.879999999999995,文学,4.2,230,123,53.0
知行合一王阳明（百万读者的心学入门书！深入解读知行合一及其创,49.9,29.94,其他,4.0,222,98,67.0
家庭的觉醒,48.8,29.28,其他,4.1,223,109,52.0
天才在左，疯子在右 完整版（2023版),52.0,31.2,其他,4.5,244,130,56.0
全球最美的100个地方 图说天下 寻梦之旅,29.9,17.939999999999998,其他,4.9,265,131,87.0
胜者心法：资治通鉴成事之道（冯唐从管理讲透古今胜者之道！随书,72.0,43.2,经管,3.5,199,92,35.0
蚯蚓的日记（3-8岁） 信谊世界精选图画书,42.8,25.68,其他,4.1,227,106,55.0
我与地坛（精装插图珍藏版2020）,56.0,33.6,其他,3.8,214,119,51.0
刑法学讲义（罗翔普法故事会，拆穿生活的套路，看透舆论的陷阱，,68.0,40.8,生活,3.9,225,124,46.0
昆虫记 青少年儿童文学读物 (中小学生课外阅读指导丛书) 无障碍阅,28.8,17.28,文学,4.5,253,129,54.0
海底两万里 七年级下册推荐阅读(中小学生课外阅读指导丛书) 无障,14.8,8.88,其他,4.9,265,113,65.0
时间是什么 给孩子的时间启蒙科普绘本 养成合理规划时间的好习惯,50.0,30.0,少儿,4.5,241,103,66.0
《习近平新时代中国特色社会主义思想学习纲要（2023年版）》小字,16.0,9.6,教育,4.7,250,116,64.0
外婆,25.0,15.0,其他,4.6,250,131,67.0
好诗好在哪里（听都靓讲解古诗名句的美妙诗意！知名文化博主都靓,59.9,35.94,其他,4.0,222,117,62.0
曾仕强详解易经系列1：易经真的很容易（精装）,32.0,19.2,其他,4.3,234,125,57.0
中国国家博物馆 孩子一定要去的博物馆 图说天下精装版,50.0,30.0,其他,4.1,227,116,69.0
撒哈拉的故事（豆瓣超42万读者9.2分推荐，传奇作家三毛代表作，2,49.0,29.4,其他,4.5,245,136,52.0
钢铁是怎样炼成的 八年级下册推荐阅读(中小学生课外阅读指导丛书,14.8,8.88,其他,4.2,231,102,64.0
稻草人 三年级上册 语文教科书配套书目 人教版快乐读书吧,25.0,15.0,其他,4.9,260,118,60.0
黄帝内经全集（全译图解版）中医养生本源之书,99.9,59.94,其他,3.4,187,82,30.0
明朝那些事儿增补版.第1部（2021版）（当当专供）,45.0,27.0,其他,4.6,247,105,85.0
也是冬天，也是春天：升级彩插版（收录迟子建最新散文力作及其经,49.8,29.879999999999995,文学,3.9,214,115,39.0
正是橙黄橘绿时（“中国好书奖”获得者肖复兴暖心新作，温暖你的,48.0,28.8,其他,4.0,223,101,55.0
再见绘梨 【赠观影时光纸骰子+绘梨印象拼图卡】藤本树著 简体中文,35.0,21.0,其他,4.3,230,103,47.0
爸爸的声音  最好的胎教（汉竹）,39.8,23.88,其他,4.2,232,132,48.0
我能管好我自己：漫画小学生时间管理,42.0,25.2,经管,4.0,218,90,57.0
中国民间故事 非洲民间故事 列那狐的故事 欧洲民间故事 一千零一,104.0,62.4,其他,4.1,231,113,48.0
瓦尔登湖（央视朗读者朗读书目，梁文道、清华大学校长邱勇推荐。,49.9,29.94,其他,3.8,209,121,63.0
埃隆・马斯克传 埃隆马斯克亲自参与并公开推荐 《史蒂夫・乔布斯,90.0,54.0,其他,3.5,200,95,49.0
暮色将尽(一份诙谐坦荡的老年手记),49.8,29.879999999999995,其他,4.1,223,112,70.0
边城（沈从文诞辰120周年纪念典藏版）精选沈从文代表性的小说25篇,35.0,21.0,文学,4.8,260,141,54.0
半小时漫画中国史大全集（0-5）（中国史大全集！其实是一套严谨的,269.4,161.64,其他,4.0,215,120,28.0
曾国藩传（张宏杰全新增补版：复盘曾国藩的人生路径及命运抉择。,78.0,46.8,其他,3.5,192,98,39.0
半小时漫画中国地理（从长江长城到黄山黄河，半小时尽览祖国大好,49.9,29.94,其他,3.9,223,102,52.0
快乐就是哈哈哈哈哈,52.0,31.2,其他,4.5,244,108,60.0
人教版快乐读书吧阅读课程化丛书 三年级上册套装（稻草人+安徒生,75.0,45.0,其他,4.1,220,124,53.0
中国古代文化常识 （插图修订第4版）,60.0,36.0,其他,4.1,226,96,47.0
假如给我三天光明（中小学生课外阅读指导丛书）彩插无障碍阅读 智,22.8,13.68,其他,4.6,250,112,46.0
三个火枪手 大仲马经典长篇小说，又名《三剑客》，多次翻拍为电影,38.0,22.8,文学,4.5,244,127,54.0
钱从哪里来4：岛链化经济（著名金融学者香帅年度力作，探寻“钱从,69.0,41.4,经管,4.1,224,97,42.0
爱的教育(《语文》阅读丛书)人民文学出版社,30.0,18.0,教育,4.4,233,124,66.0
善平爷爷的草莓国际获奖绘本花园儿童图画故事书幼儿园宝宝亲子阅,25.0,15.0,少儿,4.6,257,109,70.0
六个说谎的大学生（伊坂幸太郎年度ZUI喜欢的推理小说！小岛秀夫推,45.0,27.0,文学,4.4,244,110,46.0
新版林格伦作品选集・美绘版―― 长袜子皮皮,35.0,21.0,其他,5.0,272,121,46.0
情商这门课，只能父母教（当当定制情绪温度计海报）著名教育专家,39.8,23.88,教育,4.4,248,107,50.0
非暴力沟通： 任何冲突都适用的沟通公式，用不带伤害的方式化解冲,49.8,29.879999999999995,其他,4.4,238,100,49.0
人鱼陷落（高人气作者麟潜口碑代表作！）,52.8,31.68,其他,4.1,221,120,57.0
德鲁克 卓有成效的管理者（55周年新译本）,79.0,47.4,经管,3.7,199,103,46.0
如何成为会赚钱的妈妈,49.8,29.879999999999995,其他,4.1,228,103,63.0
马伯庸见微系列套装：长安的荔枝+太白金星有点烦,90.0,54.0,其他,3.9,212,117,40.0
软技能（一次收获30位名家的独家软技能，从此在职场不过时、不贬,69.0,41.4,其他,3.8,203,92,47.0
杨绛传：永不褪色的优雅（精装版 附赠书签）,30.0,18.0,其他,4.6,247,117,59.0
世说新语（中华经典名著全本全注全译丛书-三全本・全2册）（100册,66.0,39.6,文学,4.0,219,105,50.0
一年级大个子二年级小个子（注音版）/古田足日经典作品,19.8,11.88,其他,4.7,251,106,70.0
臣服实验（当当专享赠送设计师排版中英金句小册子）,59.0,35.4,艺术,4.0,215,120,51.0
等一朵花开（国民漫画家小林代表作）,68.0,40.8,其他,4.3,232,125,49.0
协和专家孕产大百科（汉竹）,49.8,29.879999999999995,其他,4.5,240,135,51.0
爆笑小古文漫画版 笑破肚皮 笑掉大牙 哭笑不得 小学生一二三四五,108.0,64.8,其他,3.7,206,89,40.0
老舍集：茶馆,25.0,15.0,其他,4.7,255,122,58.0
漫画小学生心理 全4册 自信力自控力社交力积极力  儿童心理健康教,140.0,84.0,社科,4.0,221,111,47.0
雪国（川端康成50周年纪念，惟一正式授�喟妫�名校专家新译本）,49.0,29.4,其他,4.1,226,115,57.0
苏格拉底的申辩 罗翔老师多次推荐,49.0,29.4,其他,4.1,230,131,46.0
中国历代政治得失(新版),42.0,25.2,其他,4.3,239,103,57.0
吸引力法则（稻盛和夫推荐学习的课程。掌握吸引力法则是创造梦想,29.8,17.88,教育,4.8,258,133,65.0
青蛙和蟾蜍（拼音版）（7-12岁） 信谊世界精选图画书 （帮助孩子,72.8,43.68,其他,3.8,213,102,44.0
bibi动物园：等你好久啦（“治愈系天花板”随手一翻，嘴角一弯！,49.0,29.4,其他,4.1,224,102,64.0
橙黄橘绿半甜时：季羡林、史铁生、汪曾祺等文学大家 全新四时节令,49.8,29.879999999999995,文学,3.8,211,97,58.0
骆玉明古诗词课签章版（复旦爆火诗词课！听骆老师讲诗词，总是鼻,59.9,35.94,其他,3.9,220,124,46.0
如果历史是一群喵1-11（套装共11册）,637.4,382.44,社科,4.1,225,110,34.0
国际大奖小说--亲爱的汉修先生,25.0,15.0,文学,5.0,272,111,70.0
内证观察笔记：真图本中医解剖学纲目（增订本）,46.0,27.6,其他,4.0,220,96,40.0
变量5：在中国这艘大船上（翻开这本书，让我们同舟共济。“变量”,69.0,41.4,其他,4.2,234,125,50.0
张爱玲传：因为懂得，所以慈悲（一本书读懂张爱玲的传奇人生）,49.8,29.879999999999995,其他,4.1,227,107,56.0
半小时漫画青春期（全2册）（青春期少年身心困扰，就读半小时漫画,98.9,59.34,其他,3.9,211,88,54.0
习近平著作选读第二卷普及本 （100册以上团购请联系团购电话4001,34.0,20.4,其他,4.3,232,135,69.0
透过地理看历史+三国篇+大航海（套装版）,225.8,135.48,社科,3.6,194,105,34.0
论语 影响孩子一生的国学启蒙经典（注音彩图版）一二三年级儿童文,15.8,9.48,少儿,4.3,231,96,70.0
习近平著作选读第一卷普及本 （100册以上团购请联系团购电话4001,35.0,21.0,其他,4.7,254,112,75.0
我不想离开你,45.0,27.0,其他,4.6,247,138,58.0
生命的重建（心灵导师露易丝・海的成名代表作，献给你的改变生命,22.8,13.68,其他,4.7,266,113,80.0
生命的重建 原版套装,50.8,30.48,其他,3.9,215,95,48.0
鳄鱼（莫言新书！从小说家到戏剧家，莫言的华丽转型。心有大舞台,56.0,33.6,文学,4.5,242,126,55.0
地下室手记（罗翔老师推荐版本，荣登豆瓣2020年度读书经典类榜单,39.8,23.88,其他,5.0,278,143,69.0
